wrkstat,occ,prestige,wrkslf,occ80,prestg80,marital,agewed,divorce,widowed,spocc,sppres,spwrkslf,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,family16,income,rincome,size,polviews,natarms,natfare,eqwlth,russia,japan,england,china,relig,fund,attend,relig16,fund16,sprel,spfund,sprel16,spfund16,racseg,happy,hapmar,health,life,trust,satcity,sathobby,satfam,satfrnd,sathealt,jobinc,jobsec,jobhour,jobpromo,jobmeans,rank,fepol,fecare,abnomore,abpoor,absingle,chldmore,tvhours,memnum,year
5,690,32,2,0,0,1,25,2,0,602,27,2,62,9,98,98,8,0,0,0,0,1,1,2,2,1,11,9,2,0,1,3,1,9,8,3,3,2,2,6,2,2,2,2,2,2,0,1,1,0,0,0,3,3,2,3,2,0,0,0,0,0,5,2,2,1,1,2,2,2,0,83
7,142,60,2,0,0,1,22,2,0,270,44,1,45,16,16,12,16,3,1,1,3,2,1,1,2,1,11,0,2,6,1,3,7,6,2,0,6,1,2,5,1,2,1,2,1,2,0,1,1,0,0,1,1,3,1,2,1,0,0,0,0,0,0,1,0,2,2,2,2,1,5,83
2,903,16,2,0,0,1,22,2,0,371,46,2,70,12,7,9,12,1,0,0,1,1,1,2,2,1,12,2,2,4,2,3,4,9,9,0,9,2,2,7,2,2,2,2,2,2,0,1,1,0,0,2,1,1,1,2,2,0,0,0,0,0,0,2,0,2,2,2,2,3,3,83
1,343,45,2,0,0,1,26,2,0,926,42,2,32,14,6,12,12,2,0,1,1,1,1,3,2,1,11,9,2,2,3,1,3,5,3,2,3,4,3,2,2,2,2,2,2,2,0,2,2,0,0,2,2,2,2,4,3,0,0,0,0,0,0,2,0,1,1,1,1,2,1,83
1,372,46,2,0,0,1,99,2,0,522,41,2,40,13,97,9,11,1,7,0,0,2,2,3,2,7,11,9,1949,0,3,1,1,-1,-1,-1,-1,1,1,8,1,1,1,1,1,1,0,3,1,0,0,0,5,3,1,2,3,0,0,0,0,0,5,1,4,2,2,2,2,1,2,83
7,215,41,2,0,0,1,31,2,0,143,60,2,34,12,97,12,12,1,7,1,1,1,2,6,2,5,5,0,1949,6,3,2,1,2,4,3,0,1,1,5,1,1,1,1,1,1,0,2,2,0,0,2,4,2,2,4,1,0,0,0,0,0,0,1,0,2,2,2,1,2,0,83
7,0,0,0,0,0,5,0,0,0,0,0,0,25,12,97,97,97,1,7,7,7,2,2,6,2,0,13,0,1949,0,3,1,1,-1,-1,-1,-1,4,3,0,1,1,0,0,0,0,0,2,0,0,0,0,4,3,4,2,1,0,0,0,0,0,6,8,2,1,1,1,3,2,0,83
7,280,34,2,0,0,5,0,0,0,0,0,0,26,16,12,13,97,3,1,1,7,2,2,6,2,1,13,5,1949,4,3,1,3,-1,4,4,1,1,1,3,1,1,0,0,0,0,0,2,0,0,0,2,6,3,2,2,2,0,0,0,0,0,0,2,0,8,8,8,1,2,2,83
1,915,20,2,0,0,1,22,2,0,753,17,2,26,12,9,10,10,1,2,0,0,2,1,1,2,1,11,5,7,0,3,1,5,8,5,1,7,1,2,5,1,2,1,3,1,3,0,3,2,0,0,0,2,3,2,3,3,0,0,0,0,0,5,2,2,2,2,1,1,5,2,83
2,245,50,1,0,0,1,19,2,0,640,26,2,33,13,8,12,12,1,0,1,1,2,1,3,2,1,12,9,7,5,1,3,6,7,3,1,5,1,1,5,1,2,1,1,1,3,0,2,2,0,0,1,4,2,1,1,1,0,0,0,0,0,0,2,0,2,2,2,2,2,1,83
5,652,29,2,0,0,1,21,2,0,0,0,0,77,10,98,98,16,0,8,8,3,1,1,5,2,1,13,0,7,0,3,1,5,9,5,4,6,1,3,2,1,2,1,3,1,9,0,2,1,0,0,0,2,3,1,1,7,0,0,0,0,0,4,1,2,1,1,1,2,4,3,83
8,926,42,2,0,0,2,20,1,0,0,0,0,58,13,8,8,97,2,0,0,7,2,1,2,8,1,98,0,7,0,2,3,4,5,5,5,5,1,1,7,1,1,0,0,0,0,0,2,0,0,0,0,1,2,2,2,4,0,0,0,0,0,1,2,2,2,2,2,2,4,5,83
7,914,15,2,0,0,1,17,2,0,780,17,2,34,12,97,12,10,1,7,1,0,2,1,3,2,5,8,0,7,0,2,2,3,3,4,3,3,1,2,0,1,2,1,2,1,2,0,2,1,0,0,0,2,4,1,2,3,0,0,0,0,0,6,1,2,2,2,2,2,8,3,83
4,622,33,2,0,0,5,0,0,0,0,0,0,31,15,12,12,97,2,1,1,7,1,1,1,2,1,12,11,5,2,3,3,1,4,0,3,0,2,2,4,2,2,0,0,0,0,0,1,0,0,0,2,4,4,3,3,2,0,0,0,0,0,0,1,0,1,1,1,1,0,3,83
7,984,18,2,0,0,2,21,2,0,0,0,0,83,4,0,2,97,0,0,0,7,2,1,3,2,1,4,0,5,0,8,8,8,9,9,4,4,1,2,2,2,2,0,0,0,0,0,3,0,0,0,0,5,8,2,7,3,0,0,0,0,0,7,1,3,8,8,8,2,2,0,83
2,441,45,2,0,0,1,23,2,0,0,0,0,26,13,12,12,13,2,1,8,1,1,1,1,2,1,11,11,5,4,2,1,6,5,7,4,4,5,9,3,5,9,2,2,2,2,0,2,2,0,0,1,2,4,2,4,3,0,0,0,0,0,0,2,0,1,1,1,1,3,1,83
2,492,35,1,0,0,1,19,1,0,303,45,2,36,12,97,14,12,1,7,1,1,1,1,4,2,5,12,12,5,0,1,3,7,3,6,2,5,1,1,0,1,1,5,9,5,9,0,3,2,0,0,0,6,4,4,5,2,0,0,0,0,0,1,2,4,1,1,1,2,2,3,83
2,753,17,2,0,0,5,0,0,0,0,0,0,58,10,8,8,97,1,0,0,7,1,1,3,2,1,10,9,5,0,3,1,1,9,9,1,9,2,2,0,2,2,0,0,0,0,0,9,0,0,0,0,5,3,4,4,3,0,0,0,0,0,10,2,1,1,1,1,2,2,2,83
5,502,40,2,0,0,3,25,0,0,0,0,0,67,12,97,98,97,1,7,0,7,1,1,1,2,5,9,0,13,3,8,2,3,2,2,0,1,5,9,3,5,9,0,0,0,0,0,1,0,0,0,1,2,3,2,1,4,0,0,0,0,0,0,2,0,2,2,2,2,2,4,83
5,651,29,2,0,0,2,39,2,0,0,0,0,77,7,98,98,97,0,0,0,7,1,1,1,2,1,9,0,13,0,3,1,1,7,2,1,2,2,2,6,2,2,0,0,0,0,0,2,0,0,0,0,3,3,3,3,2,0,0,0,0,0,5,1,4,1,1,1,2,3,4,83
1,372,46,2,0,0,5,0,0,0,0,0,0,25,12,13,12,97,1,1,0,7,2,1,5,2,1,9,9,13,4,3,3,5,9,4,2,7,1,2,2,1,2,0,0,0,0,0,1,0,0,0,2,5,5,2,2,2,0,0,0,0,0,0,2,0,1,1,1,1,3,0,83
1,81,61,2,0,0,5,0,0,0,0,0,0,28,15,12,12,97,1,1,1,7,2,1,1,2,1,10,10,13,0,3,2,3,7,5,3,4,1,3,5,1,3,0,0,0,0,0,2,0,0,0,0,5,3,2,2,3,0,0,0,0,0,5,2,2,2,1,1,1,3,3,83
1,371,46,2,0,0,2,23,2,0,0,0,0,65,12,98,98,97,1,8,1,7,2,1,5,2,1,9,9,13,0,2,2,3,4,2,1,5,1,3,3,1,3,0,0,0,0,0,3,0,0,0,0,2,3,7,4,2,0,0,0,0,0,7,2,3,2,2,2,2,2,0,83
1,1,57,2,0,0,5,0,0,0,0,0,0,28,16,16,12,97,3,3,1,7,1,1,5,2,1,11,11,13,4,3,2,8,6,8,2,5,1,2,2,1,2,0,0,0,0,0,2,0,0,0,2,5,4,3,2,1,0,0,0,0,0,0,1,0,1,2,1,1,2,2,83
7,944,33,2,0,0,1,22,2,0,944,33,1,34,11,98,98,12,0,8,8,1,2,1,4,2,1,13,99,60,0,2,3,5,9,7,3,8,2,2,7,2,2,2,2,2,2,0,2,2,0,0,0,6,5,2,2,4,0,0,0,0,0,6,1,8,2,2,2,2,0,1,83
2,63,62,1,0,0,1,25,2,0,371,46,1,81,18,98,98,12,4,0,0,1,1,1,3,2,1,13,13,60,6,1,8,4,2,2,1,3,1,3,1,1,2,1,3,1,3,0,2,1,0,0,1,2,2,2,2,2,0,0,0,0,0,0,2,0,2,1,1,2,4,7,83
1,100,52,2,0,0,3,16,0,0,0,0,0,34,14,10,8,97,1,0,0,7,2,1,4,3,1,9,9,60,0,1,2,3,9,1,1,1,2,2,3,2,2,0,0,0,0,0,3,0,0,0,0,7,4,4,6,2,0,0,0,0,0,5,2,2,2,2,2,2,2,2,83
1,372,46,2,0,0,5,0,0,0,0,0,0,35,13,7,7,97,1,0,0,7,2,2,6,2,1,10,10,60,4,3,2,3,9,2,6,7,1,1,1,1,1,0,0,0,0,0,3,0,0,0,2,2,3,2,3,4,0,0,0,0,0,0,2,0,1,1,1,2,6,2,83
1,961,44,2,0,0,1,20,1,0,372,46,2,34,11,8,12,12,1,0,1,1,1,1,6,2,1,12,11,60,4,2,3,1,6,3,4,2,2,2,7,2,2,2,2,2,2,0,2,1,0,0,2,6,1,1,2,4,0,0,0,0,0,0,2,0,1,1,1,1,4,2,83
1,715,32,2,0,0,5,0,0,0,0,0,0,26,14,12,12,97,1,1,1,7,1,1,4,2,1,9,9,60,0,1,2,4,7,4,3,6,1,3,4,1,3,0,0,0,0,0,9,0,0,0,0,1,2,2,2,1,0,0,0,0,0,5,2,2,1,1,2,1,2,1,83
1,145,43,2,0,0,1,22,2,0,93,71,2,37,16,12,12,19,3,1,1,4,2,1,5,2,1,12,10,16,1,3,1,1,4,1,4,0,4,3,0,3,3,4,3,3,3,0,2,1,0,0,2,6,2,2,2,4,0,0,0,0,0,0,2,0,1,1,1,2,1,1,83
2,245,50,1,0,0,3,99,0,0,0,0,0,58,10,0,5,97,0,0,0,7,2,1,6,2,1,9,9,16,0,3,1,1,9,4,0,5,2,2,3,2,2,0,0,0,0,0,2,0,0,0,0,3,4,2,2,2,0,0,0,0,0,1,2,2,1,1,1,2,3,3,83
1,142,60,2,0,0,5,0,0,0,0,0,0,52,18,12,98,97,3,8,0,7,1,1,3,2,8,12,12,16,7,3,2,7,1,1,2,1,2,2,4,2,2,0,0,0,0,0,3,0,0,0,2,4,3,2,1,4,0,0,0,0,0,0,1,0,1,1,1,2,2,7,83
2,195,51,2,0,0,1,22,2,0,3,51,2,27,19,18,17,18,3,3,3,4,2,1,5,2,1,12,5,16,0,2,8,5,9,3,2,9,1,3,3,1,3,2,2,2,2,0,2,1,0,0,0,1,1,1,2,3,0,0,0,0,0,4,2,1,1,1,1,3,1,6,83
1,376,43,1,0,0,1,22,2,0,142,60,2,44,14,12,12,17,1,1,8,3,1,1,6,2,1,12,12,16,3,3,2,6,9,2,0,3,3,3,7,2,2,3,3,3,3,0,3,1,0,0,1,7,5,2,5,7,0,0,0,0,0,0,2,0,1,1,1,2,1,3,83
5,933,14,2,0,0,2,21,2,0,0,0,0,81,12,98,98,97,1,0,0,7,2,1,3,2,1,9,0,16,0,3,3,2,9,9,3,5,2,2,3,2,2,0,0,0,0,0,2,0,0,0,0,3,1,1,2,3,0,0,0,0,0,4,8,3,2,2,1,2,3,1,83
7,142,60,2,0,0,1,25,2,0,10,67,2,70,16,98,14,20,3,1,2,4,2,1,3,4,1,12,0,21,4,2,3,7,4,2,0,2,1,3,3,1,3,1,3,1,3,0,1,1,0,0,2,1,1,1,1,1,0,0,0,0,0,0,2,0,1,1,1,2,1,3,83
7,280,34,2,0,0,1,21,1,0,202,72,2,57,13,16,12,16,1,3,1,3,2,1,5,2,1,12,0,21,0,3,2,7,9,4,3,5,1,3,0,1,3,1,3,1,3,0,3,1,0,0,0,1,1,1,1,1,0,0,0,0,0,3,1,3,1,1,2,2,1,5,83
5,271,51,2,0,0,1,30,2,0,0,0,0,78,16,20,12,14,3,4,1,1,1,1,4,2,1,12,0,21,5,1,2,6,9,3,0,5,1,3,4,1,3,1,3,1,3,0,2,1,0,0,2,1,2,1,1,2,0,0,0,0,0,0,1,0,2,1,2,2,2,4,83
1,222,61,2,0,0,1,21,2,0,12,69,2,49,17,98,98,16,4,8,0,3,2,1,6,2,1,12,12,21,0,3,1,3,5,4,0,5,3,3,7,3,3,3,3,3,3,0,1,1,0,0,0,1,1,1,2,2,0,0,0,0,0,1,2,1,1,1,1,2,0,6,83
5,245,50,2,0,0,1,21,1,0,926,42,1,78,16,16,12,98,3,3,1,1,1,1,6,0,8,11,0,21,6,2,2,7,4,3,1,3,1,3,2,1,3,1,3,1,3,0,1,1,0,0,1,2,4,8,2,2,0,0,0,0,0,0,1,0,2,1,2,2,1,4,83
1,413,39,1,0,0,1,21,2,0,372,46,2,31,12,9,98,12,1,0,0,1,1,1,1,2,1,9,7,6,4,1,3,3,4,3,1,7,2,2,1,2,2,1,2,1,2,0,2,2,0,0,1,4,4,2,2,2,0,0,0,0,0,0,2,0,2,2,2,2,4,0,83
4,452,31,2,0,0,1,25,2,0,674,29,2,56,11,98,98,8,1,0,0,0,1,1,1,2,1,12,11,6,4,2,1,1,5,4,3,4,2,2,1,1,2,2,2,2,2,0,2,1,0,0,1,1,5,1,2,3,0,0,0,0,0,0,2,0,1,1,1,2,2,1,83
7,0,0,0,0,0,1,25,2,0,715,32,2,51,11,9,9,11,0,0,0,0,2,1,3,2,1,12,0,6,0,2,3,4,7,4,2,5,1,2,5,1,2,2,2,2,2,0,2,2,0,0,0,3,5,2,2,6,0,0,0,0,0,6,2,3,2,2,2,2,5,3,83
1,751,17,2,0,0,1,22,2,0,663,25,2,56,12,5,8,10,1,0,0,0,1,1,3,2,1,11,9,6,4,2,3,1,9,3,3,3,1,2,7,1,3,1,2,1,2,0,3,1,0,0,2,4,2,1,1,1,0,0,0,0,0,0,2,0,2,2,2,2,2,2,83
1,85,47,2,0,0,1,23,2,0,153,47,2,26,14,15,15,14,2,1,2,2,2,1,3,2,1,13,13,6,5,2,2,2,7,4,0,4,1,2,5,1,2,1,2,1,2,0,1,1,0,0,2,2,1,1,1,1,0,0,0,0,0,0,2,0,2,2,2,1,1,0,83
1,305,48,2,0,0,1,20,2,0,4,51,2,48,12,10,8,16,1,0,0,3,2,1,3,2,1,13,13,2,0,3,2,3,9,4,2,5,1,3,8,1,2,1,3,1,2,0,2,2,0,0,0,3,3,2,2,3,0,0,0,0,0,6,2,2,2,2,2,2,1,4,83
2,630,18,2,0,0,1,20,2,0,415,40,2,48,11,8,11,10,0,0,0,0,2,1,2,2,1,5,5,2,4,2,2,1,9,5,1,5,1,2,1,1,2,1,2,1,2,0,1,1,0,0,2,2,2,2,2,3,0,0,0,0,0,0,2,0,1,1,1,2,3,1,83
1,381,23,2,0,0,1,20,2,0,441,45,2,57,8,98,98,11,0,0,0,0,1,1,1,2,1,12,12,2,3,2,2,1,9,4,0,9,2,2,2,1,2,2,2,2,2,0,2,2,0,0,2,2,2,2,2,2,0,0,0,0,0,0,8,0,2,2,2,2,2,2,83
1,230,39,1,0,0,2,25,2,0,0,0,0,73,8,98,97,97,0,8,7,7,1,1,1,2,4,98,98,2,0,1,3,1,9,9,-1,4,2,2,3,2,2,0,0,0,0,0,3,0,0,0,0,5,7,6,3,3,0,0,0,0,0,5,8,3,1,1,1,2,8,0,83
7,215,41,2,0,0,1,21,2,0,751,17,2,61,7,98,98,7,0,0,0,0,2,1,3,0,1,98,0,2,0,2,3,7,5,3,1,9,1,2,7,1,2,1,2,1,2,0,2,2,0,0,0,3,1,2,4,2,0,0,0,0,0,1,9,4,2,2,2,2,0,0,83
5,473,37,2,0,0,1,21,2,0,663,25,2,66,8,6,6,9,0,0,0,0,1,1,3,2,1,6,0,11,1,3,3,1,-1,-1,-1,-1,1,1,1,1,1,2,2,2,2,0,3,3,0,0,2,6,3,4,3,7,0,0,0,0,0,0,1,0,2,2,2,2,6,0,83
2,245,50,9,0,0,1,18,2,0,1,57,2,60,10,0,0,9,0,0,0,1,2,1,4,2,1,4,3,11,0,1,3,1,5,-1,0,-1,4,3,1,2,2,4,3,1,2,0,3,2,0,0,0,4,2,4,1,4,0,0,0,0,0,5,1,1,9,9,9,2,2,1,83
1,345,45,2,0,0,1,23,2,0,303,45,2,38,12,8,6,12,1,0,0,1,2,1,5,2,1,12,11,11,0,8,8,4,2,9,2,4,1,1,7,1,1,2,2,2,2,0,2,1,0,0,0,2,1,1,2,2,0,0,0,0,0,4,1,2,8,8,2,2,2,4,83
1,680,40,2,0,0,1,24,2,0,75,62,2,37,12,8,8,15,1,0,0,1,1,1,3,2,1,12,12,11,1,3,2,1,9,2,0,4,1,1,7,1,2,1,1,1,2,0,1,1,0,0,2,1,1,1,1,1,0,0,0,0,0,0,2,0,2,2,2,2,2,4,83
7,323,36,2,0,0,1,19,2,0,452,31,2,50,14,16,98,16,1,3,0,2,2,2,2,5,1,9,0,11,0,2,3,1,9,6,0,3,2,2,7,2,2,2,2,1,2,0,1,1,0,0,0,2,2,1,2,1,0,0,0,0,0,5,1,2,2,2,2,2,1,1,83
2,333,19,2,0,0,5,0,0,0,0,0,0,30,15,14,8,97,1,1,0,7,1,2,4,2,1,2,2,261,4,1,2,4,2,3,1,5,4,3,0,1,1,0,0,0,0,0,2,0,0,0,2,6,4,5,3,3,0,0,0,0,0,0,1,0,1,1,1,1,2,1,83
1,935,38,1,0,0,5,0,0,0,0,0,0,55,12,8,8,97,1,0,0,7,1,1,4,2,1,3,3,261,0,2,2,4,8,2,0,8,2,2,7,2,2,0,0,0,0,0,2,0,0,0,0,2,2,5,3,3,0,0,0,0,0,5,2,2,2,2,2,2,8,0,83
7,230,39,2,0,0,1,19,2,0,903,16,2,22,14,12,4,12,1,1,0,1,2,1,4,2,1,8,0,261,0,3,3,5,4,4,4,4,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,5,5,2,2,2,0,0,0,0,0,5,2,2,2,1,2,1,10,0,83
1,903,16,2,0,0,1,23,2,0,663,25,2,29,14,10,3,12,1,0,0,0,1,1,4,0,1,10,9,261,4,2,3,4,4,4,3,8,1,1,7,2,2,1,1,2,2,0,2,2,0,0,2,5,4,2,3,5,0,0,0,0,0,0,1,0,2,2,2,1,2,1,83
7,372,46,2,0,0,1,20,2,0,215,41,2,28,12,98,98,12,1,0,0,1,2,1,2,0,1,7,0,261,0,8,2,3,5,-1,4,-1,1,1,8,1,1,1,1,2,2,0,1,1,0,0,0,6,4,1,2,3,0,0,0,0,0,5,1,3,2,2,2,1,2,1,83
7,0,0,0,0,0,2,18,2,0,0,0,0,86,4,98,3,97,0,0,0,7,2,1,4,8,1,4,0,261,8,2,2,2,-1,4,4,-1,2,2,7,2,2,0,0,0,0,0,3,0,0,0,3,5,7,2,6,7,0,0,0,0,0,0,1,0,2,2,2,2,3,0,83
5,753,17,2,0,0,2,18,2,0,0,0,0,68,8,97,4,97,0,7,0,7,1,2,4,2,5,8,0,261,0,8,8,1,5,0,1,-1,1,1,0,1,1,0,0,0,0,0,2,0,0,0,0,3,4,7,4,5,0,0,0,0,0,4,2,2,2,2,2,2,8,1,83
5,390,35,2,0,0,2,23,2,0,0,0,0,61,12,98,12,97,1,0,1,7,1,1,3,0,1,12,0,261,8,3,2,1,9,9,2,9,2,2,5,2,2,0,0,0,0,0,2,0,0,0,2,6,5,4,5,6,0,0,0,0,0,0,1,0,2,2,2,2,3,1,83
5,391,41,2,0,0,1,40,2,0,643,19,2,62,12,97,8,98,1,7,0,0,2,1,4,2,5,6,0,261,0,8,3,1,5,5,4,6,2,2,7,2,2,2,2,2,2,0,2,9,0,0,0,4,5,4,4,4,0,0,0,0,0,5,2,9,2,2,2,2,6,0,83
7,663,25,2,0,0,1,21,2,0,245,50,2,40,12,98,4,12,1,0,0,1,2,1,4,2,1,12,4,261,4,3,3,5,9,0,2,8,1,1,8,2,2,2,2,2,2,0,1,1,0,0,1,2,4,1,2,3,0,0,0,0,0,0,1,0,2,2,2,2,4,1,83
2,310,31,2,0,0,1,30,2,0,503,39,2,60,12,8,8,10,0,0,0,0,2,1,4,2,1,12,2,261,0,1,3,2,3,6,2,9,2,2,7,2,2,2,2,2,2,0,2,1,0,0,0,6,3,1,2,3,0,0,0,0,0,5,2,1,2,2,2,2,3,2,83
1,602,27,2,0,0,5,0,0,0,0,0,0,60,12,9,12,97,1,0,1,7,2,1,4,2,1,11,9,261,4,2,3,3,9,6,-1,5,2,2,7,2,2,0,0,0,0,0,2,0,0,0,3,6,4,2,3,3,0,0,0,0,0,0,2,0,1,1,1,2,3,1,83
8,394,36,2,0,0,3,29,0,0,0,0,0,58,14,8,3,97,1,0,0,7,2,1,4,2,1,2,0,73,8,3,1,1,9,7,5,9,2,2,0,2,2,0,0,0,0,0,3,0,0,0,2,4,5,6,5,6,0,0,0,0,0,0,2,0,1,1,1,2,2,0,83
7,280,34,2,0,0,2,22,2,0,0,0,0,81,12,0,0,97,1,0,0,7,2,1,4,2,1,4,0,73,0,8,8,8,6,-1,-1,-1,3,3,0,3,3,0,0,0,0,0,3,0,0,0,0,6,6,5,3,7,0,0,0,0,0,10,2,3,1,1,1,2,2,0,83
6,82,61,2,0,0,5,0,0,0,0,0,0,25,15,13,16,97,1,1,3,7,2,1,4,2,1,12,3,73,5,2,2,5,1,0,0,2,2,2,4,2,2,0,0,0,0,0,1,0,0,0,1,6,2,2,2,6,0,0,0,0,0,0,2,0,2,2,2,1,4,3,83
7,144,63,2,0,0,1,23,2,0,202,72,1,72,16,9,15,19,3,8,1,4,2,1,4,2,1,12,0,73,0,2,8,7,9,4,2,3,3,3,3,3,3,3,3,3,3,0,1,1,0,0,0,2,1,1,1,1,0,0,0,0,0,3,2,1,2,1,1,2,5,3,83
5,312,36,2,0,0,5,0,0,0,0,0,0,76,9,13,97,97,0,1,7,7,2,1,6,2,4,8,0,73,0,3,1,1,5,3,1,3,2,2,7,2,2,0,0,0,0,0,2,0,0,0,0,1,2,1,1,3,0,0,0,0,0,5,2,1,1,1,2,2,5,1,83
5,194,51,2,0,0,1,24,2,0,0,0,0,58,12,6,5,11,1,0,0,0,1,1,6,3,1,11,0,4,4,3,3,4,6,3,3,4,2,2,2,2,2,1,2,1,2,0,2,2,0,0,1,2,2,2,3,2,0,0,0,0,0,0,8,0,1,1,1,2,3,1,83
7,305,48,2,0,0,1,22,2,0,503,39,2,28,12,97,12,12,1,7,1,1,2,1,4,3,5,11,0,4,0,2,3,3,3,3,3,4,1,2,2,1,2,1,1,1,1,0,1,1,0,0,0,3,3,2,2,3,0,0,0,0,0,6,2,3,1,1,1,1,8,0,83
1,610,36,2,0,0,5,0,0,0,0,0,0,23,11,16,12,97,0,3,1,7,1,1,5,3,1,12,9,4,2,2,1,7,4,9,2,4,1,2,2,1,3,0,0,0,0,0,2,0,0,0,2,4,3,3,2,3,0,0,0,0,0,0,2,0,2,2,2,1,1,0,83
1,530,40,2,0,0,1,21,2,0,141,43,2,47,14,12,12,13,1,1,1,1,1,1,6,3,1,12,12,4,0,3,2,1,5,4,2,5,1,2,2,1,2,1,2,2,2,0,2,2,0,0,0,4,2,2,2,3,0,0,0,0,0,5,1,2,1,1,8,2,1,1,83
3,374,29,2,0,0,1,21,2,0,343,45,2,25,14,12,12,14,1,1,1,2,1,1,5,3,1,9,9,4,4,3,3,3,4,2,1,1,2,2,2,2,2,2,2,2,2,0,2,1,0,0,1,6,3,1,2,3,0,0,0,0,0,0,2,0,1,1,1,2,1,1,83
1,370,46,2,0,0,3,19,0,0,0,0,0,27,14,11,13,97,1,1,1,7,2,1,5,3,1,9,9,49,0,1,1,5,5,0,3,4,2,2,5,2,2,0,0,0,0,0,2,0,0,0,0,4,3,2,2,1,0,0,0,0,0,4,2,1,1,1,1,1,2,1,83
5,280,34,2,0,0,1,27,2,0,382,36,2,82,16,8,8,14,2,0,0,1,1,1,3,3,3,9,0,49,7,1,3,7,2,3,0,3,1,3,0,1,2,1,3,1,2,0,1,1,0,0,2,4,7,9,1,1,0,0,0,0,0,0,1,0,2,2,2,2,2,1,83
1,245,50,2,0,0,1,21,2,0,740,29,1,38,14,7,8,14,1,0,0,1,1,1,5,3,1,12,12,49,0,2,3,5,5,3,1,6,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,3,3,2,3,1,0,0,0,0,0,4,2,2,9,9,9,2,2,3,83
1,75,62,2,0,0,1,28,2,0,381,23,1,30,14,8,8,12,2,0,0,1,2,1,6,3,1,11,11,49,0,8,3,5,7,5,4,5,1,2,5,1,2,4,3,4,3,0,1,1,0,0,0,4,7,2,2,2,0,0,0,0,0,5,2,1,1,1,1,1,4,1,83
7,922,48,2,0,0,1,22,2,0,61,60,1,26,15,17,12,14,1,2,0,1,2,1,4,3,1,12,1,49,4,1,3,5,7,2,2,4,1,2,7,1,2,1,2,1,2,0,2,2,0,0,1,5,3,2,2,5,0,0,0,0,0,0,1,0,2,2,2,1,3,2,83
7,0,0,0,0,0,1,17,2,0,305,48,1,37,12,11,12,14,1,0,1,1,2,1,5,3,1,9,0,49,0,1,3,7,3,3,0,4,1,2,7,1,2,1,2,1,2,0,2,2,0,0,0,2,2,1,1,2,0,0,0,0,0,7,1,3,2,2,2,2,3,3,83
8,801,41,1,0,0,2,24,2,0,0,0,0,89,0,98,0,97,0,8,0,7,2,2,2,6,1,98,0,39,0,9,9,9,-1,-1,-1,-1,1,1,0,1,1,0,0,0,0,0,9,0,0,0,0,9,9,9,9,9,0,0,0,0,0,99,8,8,9,9,9,2,0,0,83
7,912,26,2,0,0,1,17,2,0,205,50,2,64,11,98,8,13,0,0,0,1,2,2,6,3,1,7,0,39,0,3,1,4,8,3,4,4,1,9,8,1,1,1,9,1,3,0,2,1,0,0,0,3,2,1,1,2,0,0,0,0,0,8,2,1,1,2,2,2,5,2,83
7,925,36,2,0,0,2,27,2,0,0,0,0,65,12,6,12,97,1,0,0,7,2,2,6,4,1,4,0,39,6,1,1,2,8,6,0,6,2,2,7,1,2,0,0,0,0,0,2,0,0,0,2,3,4,2,3,2,0,0,0,0,0,0,1,0,2,2,2,2,6,1,83
7,76,37,2,0,0,1,19,2,0,215,41,2,56,11,97,11,9,0,7,0,0,2,2,3,6,5,11,0,39,0,2,1,1,9,8,0,5,1,1,5,1,1,1,1,1,1,0,3,1,0,0,0,4,3,2,2,6,0,0,0,0,0,5,2,1,2,2,2,2,2,0,83
1,944,33,2,0,0,4,22,0,0,0,0,0,27,13,12,12,97,1,1,1,7,2,1,6,3,1,10,10,3367,6,3,1,2,9,2,0,8,2,2,4,2,2,0,0,0,0,0,1,0,0,0,2,5,3,1,2,2,0,0,0,0,0,0,2,0,2,2,2,1,2,1,83
1,602,27,2,0,0,1,22,2,0,910,20,2,48,7,9,3,4,0,0,0,0,2,1,6,0,1,3,3,3367,0,8,8,8,-1,-1,-1,-1,2,2,5,2,2,2,2,2,2,0,2,3,0,0,0,2,5,2,2,2,0,0,0,0,0,98,8,8,2,2,2,2,4,0,83
4,753,17,2,0,0,5,0,0,0,0,0,0,22,11,12,97,97,0,1,7,7,1,1,6,3,4,98,5,3367,4,3,2,3,-1,-1,4,-1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,2,5,4,2,2,2,0,0,0,0,0,0,2,0,2,2,2,2,4,0,83
8,484,34,2,0,0,3,19,0,0,0,0,0,52,8,8,7,97,0,0,0,7,1,1,1,6,1,5,0,3367,0,3,1,2,4,5,2,4,1,1,0,1,1,0,0,0,0,0,3,0,0,0,0,3,4,4,2,5,0,0,0,0,0,8,1,2,2,1,2,2,2,0,83
1,76,37,2,0,0,3,19,0,0,0,0,0,31,15,8,12,97,1,0,1,7,2,1,5,3,8,9,9,3367,3,3,3,1,2,0,2,2,4,3,0,2,2,0,0,0,0,0,1,0,0,0,2,4,3,4,4,2,0,0,0,0,0,0,2,0,1,1,1,2,2,1,83
